tweet,sentiment
"I miss my mom..  &quotMay angels lead you in&quot","sadness"
"theres really no android twitter app of Tweeties calibre","love"
"on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt(-)&gt","hate"
"@chocolovere i feel the same way every day","sadness"
"Cant sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.","sadness"
"@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it","neutral"
"Sleppytime. Really missing my godfather right now. Love you Wayne","sadness"
"So have a headache right now and it sucks","sadness"
"@JayDz hope ya sleepin well  guys still here","worry"
"i should be finished.... but im not.  color drawing","fun"
"@jwray12 Lakers","sadness"
"comfort food of the day: pan mee. though","sadness"
"damn being drunk and hot sucks","worry"
"misses my baby.","sadness"
"is not sleeping because he has paperwork to do.","worry"
"Showered in ice-cold water. Sweating now. Means one thing: Im sick","worry"
"midnight cry.. wish the person I wanted","worry"
"@mousebudden Ima need you to follow me real quick cause I cant DM you","neutral"
"Im poorly and cant sleep","sadness"
"Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.","worry"
"@RoasterBoy And these poor","worry"
"@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again","worry"
"Looks like another sleepless night dedicated to homework. Sorry in advance","worry"
"@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!","worry"
"didnt say goodnight to you","worry"
"@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]","hate"
"has work tom.","sadness"
"In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.","neutral"
"Cant sleep and nothings on tv!!","neutral"
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty","love"
"@KallieT oh ... youve been superseeded?  not good enough","neutral"
"today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and Im definately NOT working this pm","sadness"
"fuckinm transtelecom","anger"
"@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store","worry"
"@ModelTheany  tee we beefin....what was u supposed to do before leavin????","surprise"
"Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.","sadness"
"@dorkydeanna IIII know!!! and mean","neutral"
"Having Fever  dont feel to work","sadness"
"Taking Horse Pills","worry"
"@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one","neutral"
"missing @MeLDiBiAsE...6 days cant pass quick enough","sadness"
"@juliaiiivir Hey! Thats my school! I hate that place.","hate"
"Working from home today","sadness"
"back to work.. with no distractions..","neutral"
"@ddlovato demi","happiness"
"awwww  i never noticed this http://bit.ly/RConp","neutral"
"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed","neutral"
"Looks like its going to be too nice to work today","worry"
"@mygoldmask did you guys keep a set list? I forgot to ask for one  xx","neutral"
"First impression of Silverlight: sadly","neutral"
"is desperatly hoping my dad takes me to vanessas game","worry"
"@pb_and_jay hi!  Fuck your job!","worry"
"Missing you all deeply","sadness"
"the time you go to bed","neutral"
"@mrssunshine96 big now!!! Vanessa is going to be 3 in September","happiness"
"@Ravels sniff sniff  take care ravels! Hopefully well be chatting again soon. In the mean time","sadness"
"@miss_cheryl Lucky","neutral"
"Somebody please save the polar bears!","worry"
"My nose is runny","worry"
"I dont want her to leave..","sadness"
"Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.","relief"
"good lord","happiness"
"wut do i do now????","empty"
"Working   But its Fridaaaayyyyy","anger"
"At the Grove for Drag Me to Hell. I hope that it doesnt suck.","worry"
"@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. im only a month late","worry"
"@KaliyahPjones lmao...thats sad","sadness"
"Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and dont know what I want!!  Ugh...oh well. Might not eat.","surprise"
"I miss my little Batty","sadness"
"FC is finally up again. its about time. i hate that this keeps happening","neutral"
"seriously bored without anyone to talk to... but not tired enough for sleep","neutral"
"morning again! I hate mornings. So offensive!","sadness"
"@keytar still!! give your computer a break omg","neutral"
"bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day","sadness"
"@brianshead waah. Were no longer your peeps.","sadness"
"@angelica_yo LOL wow dawg doesnt sound like youre playing!  I feel bad now haha","sadness"
"Extremly deep","surprise"
"My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.","happiness"
"one week till exam block","enthusiasm"
"@Forever_Yours13 Im not at home with my cats right now!","neutral"
"hoping i didnt fail english. that would just be sad","worry"
"Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.","worry"
"Lenos last show was tonight.  I like him better than Conan.","neutral"
"@MariusLT Im sorry about your bad driving experiences.","sadness"
"@monpio i dont have any of that","neutral"
"Already misses @CMontecillo","sadness"
"plan may changes ","hate"
"my sister is a douchebag","hate"
"@fiercebanana theres relisting fees when you dont complete a sale?  that sucks!","surprise"
"@eCheers Random has an a","neutral"
"I knew I shouldve worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat","worry"
"Gutted that the bathroom still isnt free- early work isnt going to happen  . And I need the loo!","sadness"
"@ddlovato july... too long","neutral"
"@laurelexmachina awww I wish I could have been there  Im stuck here about to jab out my eyes with knitting needles","worry"
"@astynes Me too.  Wonder if Mnet will show it...","surprise"
"Wearing glasses gives me a headache.","neutral"
"@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting","enthusiasm"
"finished sewing for the night","worry"
"thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick","sadness"
"First my work computer","sadness"
"#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isnt working . try tomorrow .","worry"
"#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates","worry"
"@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.","worry"
"gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?","worry"
"@shanajaca But @feltbeats is on page 6 at Ms Twitterworld","neutral"
"Im bummed that I cant wear my sweet Nike kicks to work.","worry"
"@Pickleybaby - your twitter is broken","worry"
"sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!","neutral"
"@joek949 Its depressing Im stuck inside all day","sadness"
"@rachelasha I even saw the news feeds of the archie website. But cant believe hed choose veronica. Im disappointed","worry"
"i hate being sick. i miss @cynthiasheree @lucyowns and @larilync","sadness"
"@iceweasel im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...)","neutral"
"Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year","happiness"
"Woke Up","sadness"
"depressed that i wasnt included in the morcom gardens quiz on facebook","worry"
"@dravenreborn yeah","worry"
"Upsidedown tomato plants died!","sadness"
"So deep its priecing my soul","boredom"
"@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!","worry"
"friday here at last","neutral"
"@ddlovato Caant Iht Be Earlier? ICant Wait That Long.  Ahar. (:","sadness"
"Friday yay!! And a bonus","happiness"
"My children have promised me birthday brekkie in bed. Theres a problem with that in that theres bugger all food in the house","worry"
"@RDeRozario woops! I only just realized my DMs to you are not going through","worry"
"I dont think I will be able to get out of bed tomorrow morning  we will seeeee!","neutral"
"I cant use my blackberry today. This sucks.","surprise"
"Q: what studio created Open Season? should google it or look at the dvd downstairs but feeling lazy","enthusiasm"
"the times they are a changing","neutral"
"@prncsztalia why do you hate me!?","sadness"
"time for tv in bed.Then spending all day catching up on studying  i hate online summer classes","hate"
"@slickiris video is not available to us foreigners","neutral"
"http://twitpic.com/663vr - Wanted to visit the animals but we were too late","sadness"
"@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!","worry"
"#jonaswebcast i just missed it!!!!","sadness"
"Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready","hate"
"waiting to get picked up!","neutral"
"So exhausted..cant sleep. I dont like these nights","sadness"
"im gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they dont have access to the interwebz","sadness"
"lol i cant drink!!","surprise"
"if bill compton has wii","surprise"
"@NothinButSin sorry to hear that.","sadness"
"Morning Sports day today","worry"
"Just found out I cant drink at this bar! Booo missing e1 at palominos! No cheers sad face","sadness"
"Cannot sleep. 2+ hours of tossing and turning.","worry"
"Omg going to die of swine flu when I go to Melbourne","worry"
"Packing  I dont like it..","anger"
"@Giggles_xo   dang it","neutral"
"wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert","neutral"
"finished a whole box of ice cream","sadness"
"In 1 horse town + 2 blown out car speakers =","neutral"
"Someone make me a cofffeeeeeee......","neutral"
"@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didnt clear immediately","worry"
